Hidden Layers,Activation,Epochs,Learning Rate,Batch Size,Accuracy
[8],Sigmoid,100,0.0001,256,64.8780487804878
[8],Sigmoid,100,0.0001,512,48.78048780487805
[8],Sigmoid,250,10.0,16,78.53658536585365
[8],Sigmoid,250,10.0,32,78.53658536585365
[8],Sigmoid,250,10.0,64,79.02439024390245
[8],Sigmoid,250,10.0,128,79.51219512195122
[8],Sigmoid,250,10.0,256,79.02439024390245
[8],Sigmoid,250,10.0,512,83.41463414634147
[8],Sigmoid,250,1.0,16,82.92682926829268
[8],Sigmoid,250,1.0,32,88.29268292682927
[8],Sigmoid,250,1.0,64,90.2439024390244
[8],Sigmoid,250,1.0,128,96.09756097560975
[8],Sigmoid,250,1.0,256,93.65853658536585
[8],Sigmoid,250,1.0,512,93.65853658536585
[8],Sigmoid,250,0.1,16,98.04878048780488
[8],Sigmoid,250,0.1,32,98.53658536585365
[8],Sigmoid,250,0.1,64,96.58536585365853
[8],Sigmoid,250,0.1,128,97.07317073170732
[8],Sigmoid,250,0.1,256,100.0
[8],Sigmoid,250,0.1,512,97.5609756097561
[8],Sigmoid,250,0.01,16,100.0
[8],Sigmoid,250,0.01,32,100.0
[8],Sigmoid,250,0.01,64,100.0
[8],Sigmoid,250,0.01,128,100.0
[8],Sigmoid,250,0.01,256,93.65853658536585
[8],Sigmoid,250,0.01,512,92.6829268292683
[8],Sigmoid,250,0.001,16,93.65853658536585
[8],Sigmoid,250,0.001,32,89.26829268292683
[8],Sigmoid,250,0.001,64,88.29268292682927
[8],Sigmoid,250,0.001,128,86.34146341463415
[8],Sigmoid,250,0.001,256,84.39024390243902
[8],Sigmoid,250,0.001,512,82.92682926829268
[8],Sigmoid,250,0.0001,16,83.41463414634147
[8],Sigmoid,250,0.0001,32,82.92682926829268
[8],Sigmoid,250,0.0001,64,80.97560975609755
[8],Sigmoid,250,0.0001,128,78.53658536585365
[8],Sigmoid,250,0.0001,256,74.63414634146342
[8],Sigmoid,250,0.0001,512,77.07317073170732
[8],Tanh,1,10.0,16,61.46341463414634
[8],Tanh,1,10.0,32,77.07317073170732
[8],Tanh,1,10.0,64,73.65853658536585
[8],Tanh,1,10.0,128,75.1219512195122
[8],Tanh,1,10.0,256,78.04878048780488
[8],Tanh,1,10.0,512,76.58536585365853
[8],Tanh,1,1.0,16,76.58536585365853
[8],Tanh,1,1.0,32,79.02439024390245
[8],Tanh,1,1.0,64,75.60975609756098
[8],Tanh,1,1.0,128,82.92682926829268
[8],Tanh,1,1.0,256,79.02439024390245
[8],Tanh,1,1.0,512,28.29268292682927
[8],Tanh,1,0.1,16,85.36585365853658
[8],Tanh,1,0.1,32,83.41463414634147
[8],Tanh,1,0.1,64,83.90243902439025
[8],Tanh,1,0.1,128,86.34146341463415
[8],Tanh,1,0.1,256,82.92682926829268
[8],Tanh,1,0.1,512,80.48780487804878
[8],Tanh,1,0.01,16,84.39024390243902
[8],Tanh,1,0.01,32,81.95121951219512
[8],Tanh,1,0.01,64,80.97560975609755
[8],Tanh,1,0.01,128,84.39024390243902
[8],Tanh,1,0.01,256,71.70731707317073
[8],Tanh,1,0.01,512,73.17073170731707
[8],Tanh,1,0.001,16,73.65853658536585
[8],Tanh,1,0.001,32,57.073170731707314
[8],Tanh,1,0.001,64,39.02439024390244
[8],Tanh,1,0.001,128,51.707317073170735
[8],Tanh,1,0.001,256,43.41463414634146
[8],Tanh,1,0.001,512,38.048780487804876
[8],Tanh,1,0.0001,16,44.390243902439025
[8],Tanh,1,0.0001,32,50.24390243902439
[8],Tanh,1,0.0001,64,29.75609756097561
[8],Tanh,1,0.0001,128,65.36585365853658
[8],Tanh,1,0.0001,256,51.21951219512195
[8],Tanh,1,0.0001,512,54.146341463414636
[8],Tanh,10,10.0,16,76.58536585365853
[8],Tanh,10,10.0,32,74.63414634146342
[8],Tanh,10,10.0,64,73.65853658536585
[8],Tanh,10,10.0,128,73.17073170731707
[8],Tanh,10,10.0,256,69.7560975609756
[8],Tanh,10,10.0,512,77.5609756097561
[8],Tanh,10,1.0,16,78.53658536585365
[8],Tanh,10,1.0,32,70.73170731707317
[8],Tanh,10,1.0,64,86.82926829268293
[8],Tanh,10,1.0,128,89.7560975609756
[8],Tanh,10,1.0,256,82.4390243902439
[8],Tanh,10,1.0,512,82.92682926829268
[8],Tanh,10,0.1,16,93.65853658536585
[8],Tanh,10,0.1,32,94.14634146341463
[8],Tanh,10,0.1,64,91.21951219512195
[8],Tanh,10,0.1,128,96.09756097560975
[8],Tanh,10,0.1,256,87.3170731707317
[8],Tanh,10,0.1,512,84.39024390243902
[8],Tanh,10,0.01,16,87.3170731707317
[8],Tanh,10,0.01,32,86.34146341463415
[8],Tanh,10,0.01,64,84.39024390243902
[8],Tanh,10,0.01,128,80.48780487804878
[8],Tanh,10,0.01,256,81.95121951219512
[8],Tanh,10,0.01,512,80.97560975609755
[8],Tanh,10,0.001,16,83.41463414634147
[8],Tanh,10,0.001,32,80.97560975609755
[8],Tanh,10,0.001,64,81.46341463414635
[8],Tanh,10,0.001,128,78.04878048780488
[8],Tanh,10,0.001,256,80.0
[8],Tanh,10,0.001,512,75.1219512195122
[8],Tanh,10,0.0001,16,63.41463414634146
[8],Tanh,10,0.0001,32,51.707317073170735
[8],Tanh,10,0.0001,64,51.707317073170735
[8],Tanh,10,0.0001,128,69.26829268292683
[8],Tanh,10,0.0001,256,62.4390243902439
[8],Tanh,10,0.0001,512,27.317073170731707
[8],Tanh,25,10.0,16,81.95121951219512
[8],Tanh,25,10.0,32,80.97560975609755
[8],Tanh,25,10.0,64,64.8780487804878
[8],Tanh,25,10.0,128,80.48780487804878
[8],Tanh,25,10.0,256,80.48780487804878
[8],Tanh,25,10.0,512,70.73170731707317
[8],Tanh,25,1.0,16,37.5609756097561
[8],Tanh,25,1.0,32,82.92682926829268
[8],Tanh,25,1.0,64,86.82926829268293
[8],Tanh,25,1.0,128,84.8780487804878
[8],Tanh,25,1.0,256,90.2439024390244
[8],Tanh,25,1.0,512,88.78048780487805
[8],Tanh,25,0.1,16,95.1219512195122
[8],Tanh,25,0.1,32,99.02439024390245
[8],Tanh,25,0.1,64,92.6829268292683
[8],Tanh,25,0.1,128,98.53658536585365
[8],Tanh,25,0.1,256,94.14634146341463
[8],Tanh,25,0.1,512,96.58536585365853
[8],Tanh,25,0.01,16,98.04878048780488
[8],Tanh,25,0.01,32,95.60975609756098
[8],Tanh,25,0.01,64,88.29268292682927
[8],Tanh,25,0.01,128,89.26829268292683
[8],Tanh,25,0.01,256,87.3170731707317
[8],Tanh,25,0.01,512,84.39024390243902
[8],Tanh,25,0.001,16,84.8780487804878
[8],Tanh,25,0.001,32,84.39024390243902
[8],Tanh,25,0.001,64,82.92682926829268
[8],Tanh,25,0.001,128,80.97560975609755
[8],Tanh,25,0.001,256,83.90243902439025
[8],Tanh,25,0.001,512,71.21951219512195
[8],Tanh,25,0.0001,16,82.4390243902439
[8],Tanh,25,0.0001,32,77.07317073170732
[8],Tanh,25,0.0001,64,60.48780487804878
[8],Tanh,25,0.0001,128,53.170731707317074
[8],Tanh,25,0.0001,256,64.8780487804878
[8],Tanh,25,0.0001,512,63.90243902439025
[8],Tanh,50,10.0,16,66.82926829268293
[8],Tanh,50,10.0,32,77.5609756097561
[8],Tanh,50,10.0,64,65.85365853658537
[8],Tanh,50,10.0,128,75.1219512195122
[8],Tanh,50,10.0,256,72.1951219512195
[8],Tanh,50,10.0,512,79.51219512195122
[8],Tanh,50,1.0,16,89.26829268292683
[8],Tanh,50,1.0,32,81.46341463414635
[8],Tanh,50,1.0,64,84.39024390243902
[8],Tanh,50,1.0,128,90.73170731707317
[8],Tanh,50,1.0,256,84.8780487804878
[8],Tanh,50,1.0,512,91.70731707317073
[8],Tanh,50,0.1,16,93.17073170731707
[8],Tanh,50,0.1,32,98.04878048780488
[8],Tanh,50,0.1,64,98.53658536585365
[8],Tanh,50,0.1,128,98.53658536585365
[8],Tanh,50,0.1,256,99.02439024390245
[8],Tanh,50,0.1,512,98.04878048780488
[8],Tanh,50,0.01,16,99.02439024390245
[8],Tanh,50,0.01,32,97.07317073170732
[8],Tanh,50,0.01,64,96.58536585365853
[8],Tanh,50,0.01,128,97.07317073170732
[8],Tanh,50,0.01,256,90.2439024390244
[8],Tanh,50,0.01,512,88.78048780487805
[8],Tanh,50,0.001,16,86.82926829268293
[8],Tanh,50,0.001,32,85.85365853658537
[8],Tanh,50,0.001,64,84.8780487804878
[8],Tanh,50,0.001,128,84.39024390243902
[8],Tanh,50,0.001,256,82.92682926829268
[8],Tanh,50,0.001,512,80.0
[8],Tanh,50,0.0001,16,81.46341463414635
[8],Tanh,50,0.0001,32,78.53658536585365
[8],Tanh,50,0.0001,64,76.58536585365853
[8],Tanh,50,0.0001,128,51.21951219512195
[8],Tanh,50,0.0001,256,40.97560975609756
[8],Tanh,50,0.0001,512,44.390243902439025
[8],Tanh,100,10.0,16,76.58536585365853
[8],Tanh,100,10.0,32,76.09756097560975
[8],Tanh,100,10.0,64,80.97560975609755
[8],Tanh,100,10.0,128,76.58536585365853
[8],Tanh,100,10.0,256,77.07317073170732
[8],Tanh,100,10.0,512,80.0
[8],Tanh,100,1.0,16,86.82926829268293
[8],Tanh,100,1.0,32,85.85365853658537
[8],Tanh,100,1.0,64,80.0
[8],Tanh,100,1.0,128,88.78048780487805
[8],Tanh,100,1.0,256,88.29268292682927
[8],Tanh,100,1.0,512,93.65853658536585
[8],Tanh,100,0.1,16,92.6829268292683
[8],Tanh,100,0.1,32,96.09756097560975
[8],Tanh,100,0.1,64,96.09756097560975
[8],Tanh,100,0.1,128,99.02439024390245
[8],Tanh,100,0.1,256,99.02439024390245
[8],Tanh,100,0.1,512,100.0
[8],Tanh,100,0.01,16,100.0
[8],Tanh,100,0.01,32,100.0
[8],Tanh,100,0.01,64,99.02439024390245
[8],Tanh,100,0.01,128,98.04878048780488
[8],Tanh,100,0.01,256,94.14634146341463
[8],Tanh,100,0.01,512,90.73170731707317
[8],Tanh,100,0.001,16,91.70731707317073
[8],Tanh,100,0.001,32,87.8048780487805
[8],Tanh,100,0.001,64,86.82926829268293
[8],Tanh,100,0.001,128,84.8780487804878
[8],Tanh,100,0.001,256,82.4390243902439
[8],Tanh,100,0.001,512,80.48780487804878
[8],Tanh,100,0.0001,16,81.95121951219512
[8],Tanh,100,0.0001,32,84.39024390243902
[8],Tanh,100,0.0001,64,75.1219512195122
[8],Tanh,100,0.0001,128,78.53658536585365
[8],Tanh,100,0.0001,256,75.60975609756098
[8],Tanh,100,0.0001,512,63.41463414634146
[8],Tanh,250,10.0,16,73.65853658536585
[8],Tanh,250,10.0,32,77.5609756097561
[8],Tanh,250,10.0,64,76.58536585365853
[8],Tanh,250,10.0,128,79.51219512195122
[8],Tanh,250,10.0,256,75.60975609756098
[8],Tanh,250,10.0,512,76.09756097560975
[8],Tanh,250,1.0,16,82.92682926829268
[8],Tanh,250,1.0,32,79.02439024390245
[8],Tanh,250,1.0,64,87.8048780487805
[8],Tanh,250,1.0,128,85.85365853658537
[8],Tanh,250,1.0,256,87.3170731707317
[8],Tanh,250,1.0,512,90.2439024390244
[8],Tanh,250,0.1,16,95.1219512195122
[8],Tanh,250,0.1,32,94.14634146341463
[8],Tanh,250,0.1,64,99.02439024390245
[8],Tanh,250,0.1,128,99.02439024390245
[8],Tanh,250,0.1,256,99.02439024390245
[8],Tanh,250,0.1,512,99.02439024390245
[8],Tanh,250,0.01,16,100.0
[8],Tanh,250,0.01,32,100.0
[8],Tanh,250,0.01,64,100.0
[8],Tanh,250,0.01,128,99.02439024390245
[8],Tanh,250,0.01,256,100.0
[8],Tanh,250,0.01,512,97.07317073170732
[8],Tanh,250,0.001,16,96.09756097560975
[8],Tanh,250,0.001,32,96.09756097560975
[8],Tanh,250,0.001,64,93.17073170731707
[8],Tanh,250,0.001,128,91.21951219512195
[8],Tanh,250,0.001,256,86.82926829268293
[8],Tanh,250,0.001,512,84.8780487804878
[8],Tanh,250,0.0001,16,84.39024390243902
[8],Tanh,250,0.0001,32,83.41463414634147
[8],Tanh,250,0.0001,64,82.92682926829268
[8],Tanh,250,0.0001,128,78.04878048780488
[8],Tanh,250,0.0001,256,79.51219512195122
[8],Tanh,250,0.0001,512,70.2439024390244
[8],Softmax,1,10.0,16,50.73170731707317
[8],Softmax,1,10.0,32,80.97560975609755
[8],Softmax,1,10.0,64,74.63414634146342
[8],Softmax,1,10.0,128,56.09756097560975
[8],Softmax,1,10.0,256,48.78048780487805
[8],Softmax,1,10.0,512,29.75609756097561
[8],Softmax,1,1.0,16,85.36585365853658
[8],Softmax,1,1.0,32,75.1219512195122
[8],Softmax,1,1.0,64,79.02439024390245
[8],Softmax,1,1.0,128,83.41463414634147
[8],Softmax,1,1.0,256,79.02439024390245
[8],Softmax,1,1.0,512,40.0
[8],Softmax,1,0.1,16,85.36585365853658
[8],Softmax,1,0.1,32,85.36585365853658
[8],Softmax,1,0.1,64,82.92682926829268
[8],Softmax,1,0.1,128,84.39024390243902
[8],Softmax,1,0.1,256,76.09756097560975
[8],Softmax,1,0.1,512,74.14634146341463
[8],Softmax,1,0.01,16,78.53658536585365
[8],Softmax,1,0.01,32,81.95121951219512
[8],Softmax,1,0.01,64,75.1219512195122
[8],Softmax,1,0.01,128,60.97560975609756
[8],Softmax,1,0.01,256,70.73170731707317
[8],Softmax,1,0.01,512,48.78048780487805
[8],Softmax,1,0.001,16,50.73170731707317
[8],Softmax,1,0.001,32,51.21951219512195
[8],Softmax,1,0.001,64,48.78048780487805
[8],Softmax,1,0.001,128,54.146341463414636
[8],Softmax,1,0.001,256,51.21951219512195
[8],Softmax,1,0.001,512,51.21951219512195
[8],Softmax,1,0.0001,16,51.21951219512195
[8],Softmax,1,0.0001,32,51.21951219512195
[8],Softmax,1,0.0001,64,48.78048780487805
[8],Softmax,1,0.0001,128,51.21951219512195
[8],Softmax,1,0.0001,256,39.51219512195122
[8],Softmax,1,0.0001,512,44.390243902439025
[8],Softmax,10,10.0,16,71.21951219512195
[8],Softmax,10,10.0,32,73.17073170731707
[8],Softmax,10,10.0,64,80.48780487804878
[8],Softmax,10,10.0,128,51.21951219512195
[8],Softmax,10,10.0,256,70.2439024390244
[8],Softmax,10,10.0,512,72.1951219512195
[8],Softmax,10,1.0,16,80.0
[8],Softmax,10,1.0,32,82.92682926829268
[8],Softmax,10,1.0,64,80.0
[8],Softmax,10,1.0,128,83.41463414634147
[8],Softmax,10,1.0,256,85.85365853658537
[8],Softmax,10,1.0,512,86.82926829268293
[8],Softmax,10,0.1,16,88.29268292682927
[8],Softmax,10,0.1,32,96.09756097560975
[8],Softmax,10,0.1,64,94.14634146341463
[8],Softmax,10,0.1,128,91.21951219512195
[8],Softmax,10,0.1,256,90.2439024390244
[8],Softmax,10,0.1,512,91.21951219512195
[8],Softmax,10,0.01,16,86.82926829268293
[8],Softmax,10,0.01,32,88.78048780487805
[8],Softmax,10,0.01,64,87.8048780487805
[8],Softmax,10,0.01,128,83.90243902439025
[8],Softmax,10,0.01,256,81.46341463414635
[8],Softmax,10,0.01,512,81.46341463414635
[8],Softmax,10,0.001,16,82.92682926829268
[8],Softmax,10,0.001,32,71.70731707317073
[8],Softmax,10,0.001,64,80.48780487804878
[8],Softmax,10,0.001,128,48.78048780487805
[8],Softmax,10,0.001,256,80.48780487804878
[8],Softmax,10,0.001,512,48.78048780487805
[8],Softmax,10,0.0001,16,51.21951219512195
[8],Softmax,10,0.0001,32,51.21951219512195
[8],Softmax,10,0.0001,64,51.21951219512195
[8],Softmax,10,0.0001,128,41.46341463414634
[8],Softmax,10,0.0001,256,51.21951219512195
[8],Softmax,10,0.0001,512,60.97560975609756
[8],Softmax,25,10.0,16,70.73170731707317
[8],Softmax,25,10.0,32,51.21951219512195
[8],Softmax,25,10.0,64,69.26829268292683
[8],Softmax,25,10.0,128,85.36585365853658
[8],Softmax,25,10.0,256,75.60975609756098
[8],Softmax,25,10.0,512,70.73170731707317
[8],Softmax,25,1.0,16,82.4390243902439
[8],Softmax,25,1.0,32,83.41463414634147
[8],Softmax,25,1.0,64,85.36585365853658
[8],Softmax,25,1.0,128,88.29268292682927
[8],Softmax,25,1.0,256,87.8048780487805
[8],Softmax,25,1.0,512,92.6829268292683
[8],Softmax,25,0.1,16,95.1219512195122
[8],Softmax,25,0.1,32,94.63414634146342
[8],Softmax,25,0.1,64,95.60975609756098
[8],Softmax,25,0.1,128,97.07317073170732
[8],Softmax,25,0.1,256,95.1219512195122
[8],Softmax,25,0.1,512,87.8048780487805
[8],Softmax,25,0.01,16,92.6829268292683
[8],Softmax,25,0.01,32,95.60975609756098
[8],Softmax,25,0.01,64,94.14634146341463
[8],Softmax,25,0.01,128,89.26829268292683
[8],Softmax,25,0.01,256,85.36585365853658
[8],Softmax,25,0.01,512,85.85365853658537
[8],Softmax,25,0.001,16,85.36585365853658
[8],Softmax,25,0.001,32,82.4390243902439
[8],Softmax,25,0.001,64,83.41463414634147
[8],Softmax,25,0.001,128,78.04878048780488
[8],Softmax,25,0.001,256,75.1219512195122
[8],Softmax,25,0.001,512,48.78048780487805
[8],Softmax,25,0.0001,16,71.21951219512195
[8],Softmax,25,0.0001,32,82.4390243902439
[8],Softmax,25,0.0001,64,48.78048780487805
[8],Softmax,25,0.0001,128,48.78048780487805
[8],Softmax,25,0.0001,256,68.29268292682927
[8],Softmax,25,0.0001,512,49.26829268292683
[8],Softmax,50,10.0,16,45.36585365853659
[8],Softmax,50,10.0,32,76.58536585365853
[8],Softmax,50,10.0,64,78.53658536585365
[8],Softmax,50,10.0,128,48.292682926829265
[8],Softmax,50,10.0,256,77.07317073170732
[8],Softmax,50,10.0,512,68.78048780487805
[8],Softmax,50,1.0,16,79.51219512195122
[8],Softmax,50,1.0,32,83.41463414634147
[8],Softmax,50,1.0,64,86.82926829268293
[8],Softmax,50,1.0,128,87.8048780487805
[8],Softmax,50,1.0,256,90.73170731707317
[8],Softmax,50,1.0,512,88.29268292682927
[8],Softmax,50,0.1,16,97.07317073170732
[8],Softmax,50,0.1,32,97.5609756097561
[8],Softmax,50,0.1,64,97.07317073170732
[8],Softmax,50,0.1,128,96.58536585365853
[8],Softmax,50,0.1,256,98.53658536585365
[8],Softmax,50,0.1,512,97.5609756097561
[8],Softmax,50,0.01,16,98.04878048780488
[8],Softmax,50,0.01,32,96.58536585365853
[8],Softmax,50,0.01,64,91.70731707317073
[8],Softmax,50,0.01,128,92.6829268292683
[8],Softmax,50,0.01,256,91.70731707317073
[8],Softmax,50,0.01,512,86.82926829268293
[8],Softmax,50,0.001,16,88.78048780487805
[8],Softmax,50,0.001,32,85.36585365853658
[8],Softmax,50,0.001,64,82.4390243902439
[8],Softmax,50,0.001,128,83.41463414634147
[8],Softmax,50,0.001,256,81.95121951219512
[8],Softmax,50,0.001,512,66.82926829268293
[8],Softmax,50,0.0001,16,84.39024390243902
[8],Softmax,50,0.0001,32,76.58536585365853
[8],Softmax,50,0.0001,64,51.21951219512195
[8],Softmax,50,0.0001,128,71.70731707317073
[8],Softmax,50,0.0001,256,51.21951219512195
[8],Softmax,50,0.0001,512,51.21951219512195
[8],Softmax,100,10.0,16,66.34146341463415
[8],Softmax,100,10.0,32,77.5609756097561
[8],Softmax,100,10.0,64,75.1219512195122
[8],Softmax,100,10.0,128,81.95121951219512
[8],Softmax,100,10.0,256,71.70731707317073
[8],Softmax,100,10.0,512,76.09756097560975
[8],Softmax,100,1.0,16,74.14634146341463
[8],Softmax,100,1.0,32,85.85365853658537
[8],Softmax,100,1.0,64,86.82926829268293
[8],Softmax,100,1.0,128,83.90243902439025
[8],Softmax,100,1.0,256,85.85365853658537
[8],Softmax,100,1.0,512,90.2439024390244
[8],Softmax,100,0.1,16,93.65853658536585
[8],Softmax,100,0.1,32,95.60975609756098
[8],Softmax,100,0.1,64,97.5609756097561
[8],Softmax,100,0.1,128,96.58536585365853
[8],Softmax,100,0.1,256,99.51219512195122
[8],Softmax,100,0.1,512,97.5609756097561
[8],Softmax,100,0.01,16,97.07317073170732
[8],Softmax,100,0.01,32,98.53658536585365
[8],Softmax,100,0.01,64,97.5609756097561
[8],Softmax,100,0.01,128,97.5609756097561
[8],Softmax,100,0.01,256,93.17073170731707
[8],Softmax,100,0.01,512,95.60975609756098
[8],Softmax,100,0.001,16,91.21951219512195
[8],Softmax,100,0.001,32,87.3170731707317
[8],Softmax,100,0.001,64,86.34146341463415
[8],Softmax,100,0.001,128,86.34146341463415
[8],Softmax,100,0.001,256,82.4390243902439
[8],Softmax,100,0.001,512,76.58536585365853
[8],Softmax,100,0.0001,16,82.4390243902439
[8],Softmax,100,0.0001,32,79.02439024390245
[8],Softmax,100,0.0001,64,57.073170731707314
[8],Softmax,100,0.0001,128,66.34146341463415
[8],Softmax,100,0.0001,256,51.21951219512195
[8],Softmax,100,0.0001,512,51.21951219512195
[8],Softmax,250,10.0,16,67.8048780487805
[8],Softmax,250,10.0,32,81.95121951219512
[8],Softmax,250,10.0,64,60.48780487804878
[8],Softmax,250,10.0,128,81.46341463414635
[8],Softmax,250,10.0,256,78.04878048780488
[8],Softmax,250,10.0,512,77.5609756097561
[8],Softmax,250,1.0,16,79.51219512195122
[8],Softmax,250,1.0,32,79.51219512195122
[8],Softmax,250,1.0,64,81.46341463414635
[8],Softmax,250,1.0,128,83.90243902439025
[8],Softmax,250,1.0,256,88.78048780487805
[8],Softmax,250,1.0,512,94.14634146341463
[8],Softmax,250,0.1,16,93.17073170731707
[8],Softmax,250,0.1,32,94.14634146341463
[8],Softmax,250,0.1,64,91.70731707317073
[8],Softmax,250,0.1,128,96.09756097560975
[8],Softmax,250,0.1,256,98.53658536585365
[8],Softmax,250,0.1,512,98.04878048780488
[8],Softmax,250,0.01,16,100.0
[8],Softmax,250,0.01,32,99.02439024390245
[8],Softmax,250,0.01,64,99.51219512195122
[8],Softmax,250,0.01,128,99.02439024390245
[8],Softmax,250,0.01,256,96.09756097560975
[8],Softmax,250,0.01,512,96.58536585365853
[8],Softmax,250,0.001,16,96.58536585365853
[8],Softmax,250,0.001,32,93.65853658536585
[8],Softmax,250,0.001,64,93.17073170731707
[8],Softmax,250,0.001,128,88.78048780487805
[8],Softmax,250,0.001,256,86.82926829268293
[8],Softmax,250,0.001,512,83.41463414634147
[8],Softmax,250,0.0001,16,85.85365853658537
[8],Softmax,250,0.0001,32,81.95121951219512
[8],Softmax,250,0.0001,64,82.4390243902439
[8],Softmax,250,0.0001,128,83.41463414634147
[8],Softmax,250,0.0001,256,79.02439024390245
[8],Softmax,250,0.0001,512,60.48780487804878
"[16, 8]",Linear,1,10.0,16,45.853658536585364
"[16, 8]",Linear,1,10.0,32,83.90243902439025
"[16, 8]",Linear,1,10.0,64,80.48780487804878
"[16, 8]",Linear,1,10.0,128,80.48780487804878
"[16, 8]",Linear,1,10.0,256,82.4390243902439
"[16, 8]",Linear,1,10.0,512,13.658536585365853
"[16, 8]",Linear,1,1.0,16,84.8780487804878
"[16, 8]",Linear,1,1.0,32,79.02439024390245
"[16, 8]",Linear,1,1.0,64,83.41463414634147
"[16, 8]",Linear,1,1.0,128,73.17073170731707
"[16, 8]",Linear,1,1.0,256,80.48780487804878
"[16, 8]",Linear,1,1.0,512,18.536585365853657
"[16, 8]",Linear,1,0.1,16,82.92682926829268
"[16, 8]",Linear,1,0.1,32,82.92682926829268
"[16, 8]",Linear,1,0.1,64,81.46341463414635
"[16, 8]",Linear,1,0.1,128,84.8780487804878
"[16, 8]",Linear,1,0.1,256,81.46341463414635
"[16, 8]",Linear,1,0.1,512,80.97560975609755
"[16, 8]",Linear,1,0.01,16,80.97560975609755
"[16, 8]",Linear,1,0.01,32,80.0
"[16, 8]",Linear,1,0.01,64,82.4390243902439
"[16, 8]",Linear,1,0.01,128,81.95121951219512
"[16, 8]",Linear,1,0.01,256,78.53658536585365
"[16, 8]",Linear,1,0.01,512,50.73170731707317
"[16, 8]",Linear,1,0.001,16,71.70731707317073
"[16, 8]",Linear,1,0.001,32,50.24390243902439
"[16, 8]",Linear,1,0.001,64,77.07317073170732
"[16, 8]",Linear,1,0.001,128,69.26829268292683
"[16, 8]",Linear,1,0.001,256,38.53658536585366
"[16, 8]",Linear,1,0.001,512,49.26829268292683
"[16, 8]",Linear,1,0.0001,16,65.85365853658537
"[16, 8]",Linear,1,0.0001,32,45.853658536585364
"[16, 8]",Linear,1,0.0001,64,41.951219512195124
"[16, 8]",Linear,1,0.0001,128,51.21951219512195
"[16, 8]",Linear,1,0.0001,256,40.97560975609756
"[16, 8]",Linear,1,0.0001,512,60.97560975609756
"[16, 8]",Linear,10,10.0,16,77.5609756097561
"[16, 8]",Linear,10,10.0,32,84.8780487804878
"[16, 8]",Linear,10,10.0,64,75.60975609756098
"[16, 8]",Linear,10,10.0,128,75.60975609756098
"[16, 8]",Linear,10,10.0,256,74.14634146341463
"[16, 8]",Linear,10,10.0,512,79.02439024390245
"[16, 8]",Linear,10,1.0,16,79.51219512195122
"[16, 8]",Linear,10,1.0,32,87.3170731707317
"[16, 8]",Linear,10,1.0,64,84.8780487804878
"[16, 8]",Linear,10,1.0,128,82.4390243902439
"[16, 8]",Linear,10,1.0,256,38.53658536585366
"[16, 8]",Linear,10,1.0,512,80.0
"[16, 8]",Linear,10,0.1,16,83.41463414634147
"[16, 8]",Linear,10,0.1,32,77.07317073170732
"[16, 8]",Linear,10,0.1,64,83.90243902439025
"[16, 8]",Linear,10,0.1,128,82.4390243902439
